,Date,DayOfTheWeek,Time,NumberOfPeople,Longitude,Latitude
464,2016-11-24,4,13:30,4,-79.90675999999999,43.6533
465,2016-11-24,4,14,2,-79.90675999999999,43.6533
466,2016-11-24,4,14:30,5,-79.90675999999999,43.6533
467,2016-11-24,4,15,1,-79.90675999999999,43.6533
468,2016-11-24,4,15:30,2,-79.90675999999999,43.6533
469,2016-11-24,4,16,2,-79.90675999999999,43.6533
470,2016-11-24,4,16:30,2,-79.90675999999999,43.6533
471,2016-11-24,4,17,2,-79.90675999999999,43.6533
472,2016-11-24,4,8:30,1,-79.90675999999999,43.6533
473,2016-11-24,4,9,8,-79.90675999999999,43.6533
474,2016-11-24,4,9:30,5,-79.90675999999999,43.6533
475,2016-11-25,5,10,4,-79.90675999999999,43.6533
476,2016-11-25,5,10:30,5,-79.90675999999999,43.6533
477,2016-11-25,5,11,3,-79.90675999999999,43.6533
478,2016-11-25,5,11:30,3,-79.90675999999999,43.6533
479,2016-11-25,5,12,8,-79.90675999999999,43.6533
480,2016-11-25,5,12:30,6,-79.90675999999999,43.6533
481,2016-11-25,5,13,4,-79.90675999999999,43.6533
482,2016-11-25,5,13:30,4,-79.90675999999999,43.6533
483,2016-11-25,5,14,2,-79.90675999999999,43.6533
484,2016-11-25,5,14:30,3,-79.90675999999999,43.6533
485,2016-11-25,5,15:30,4,-79.90675999999999,43.6533
486,2016-11-25,5,16,3,-79.90675999999999,43.6533
487,2016-11-25,5,17,4,-79.90675999999999,43.6533
488,2016-11-25,5,8,1,-79.90675999999999,43.6533
489,2016-11-25,5,8:30,1,-79.90675999999999,43.6533
490,2016-11-25,5,9,5,-79.90675999999999,43.6533
491,2016-11-25,5,9:30,9,-79.90675999999999,43.6533
492,2016-11-26,6,10,8,-79.90675999999999,43.6533
493,2016-11-26,6,10:30,14,-79.90675999999999,43.6533
494,2016-11-26,6,11,6,-79.90675999999999,43.6533
495,2016-11-26,6,11:30,6,-79.90675999999999,43.6533
496,2016-11-26,6,12,4,-79.90675999999999,43.6533
497,2016-11-26,6,12:30,5,-79.90675999999999,43.6533
498,2016-11-26,6,13,8,-79.90675999999999,43.6533
499,2016-11-26,6,13:30,5,-79.90675999999999,43.6533
500,2016-11-26,6,14,8,-79.90675999999999,43.6533
501,2016-11-26,6,14:30,4,-79.90675999999999,43.6533
502,2016-11-26,6,15:30,4,-79.90675999999999,43.6533
503,2016-11-26,6,16,3,-79.90675999999999,43.6533
504,2016-11-26,6,16:30,3,-79.90675999999999,43.6533
505,2016-11-26,6,8,1,-79.90675999999999,43.6533
506,2016-11-26,6,8:30,2,-79.90675999999999,43.6533
507,2016-11-26,6,9,4,-79.90675999999999,43.6533
508,2016-11-26,6,9:30,4,-79.90675999999999,43.6533
509,2016-11-27,0,10,6,-79.90675999999999,43.6533
510,2016-11-27,0,10:30,6,-79.90675999999999,43.6533
511,2016-11-27,0,11,12,-79.90675999999999,43.6533
512,2016-11-27,0,11:30,7,-79.90675999999999,43.6533
513,2016-11-27,0,12,3,-79.90675999999999,43.6533
514,2016-11-27,0,12:30,6,-79.90675999999999,43.6533
515,2016-11-27,0,13,2,-79.90675999999999,43.6533
516,2016-11-27,0,13:30,3,-79.90675999999999,43.6533
517,2016-11-27,0,14,2,-79.90675999999999,43.6533
518,2016-11-27,0,14:30,4,-79.90675999999999,43.6533
519,2016-11-27,0,15:30,3,-79.90675999999999,43.6533
520,2016-11-27,0,16,1,-79.90675999999999,43.6533
521,2016-11-27,0,9,1,-79.90675999999999,43.6533
522,2016-11-27,0,9:30,3,-79.90675999999999,43.6533
523,2016-11-28,1,10,2,-79.90675999999999,43.6533
524,2016-11-28,1,10:30,3,-79.90675999999999,43.6533
525,2016-11-28,1,11,2,-79.90675999999999,43.6533
526,2016-11-28,1,11:30,2,-79.90675999999999,43.6533
527,2016-11-28,1,12,3,-79.90675999999999,43.6533
528,2016-11-28,1,12:30,1,-79.90675999999999,43.6533
529,2016-11-28,1,13,3,-79.90675999999999,43.6533
530,2016-11-28,1,13:30,3,-79.90675999999999,43.6533
531,2016-11-28,1,14,3,-79.90675999999999,43.6533
532,2016-11-28,1,14:30,1,-79.90675999999999,43.6533
533,2016-11-28,1,15,5,-79.90675999999999,43.6533
534,2016-11-28,1,15:30,1,-79.90675999999999,43.6533
535,2016-11-28,1,16,4,-79.90675999999999,43.6533
536,2016-11-28,1,16:30,1,-79.90675999999999,43.6533
537,2016-11-28,1,17,1,-79.90675999999999,43.6533
538,2016-11-28,1,7:30,2,-79.90675999999999,43.6533
539,2016-11-28,1,8,1,-79.90675999999999,43.6533
540,2016-11-28,1,8:30,1,-79.90675999999999,43.6533
541,2016-11-28,1,9,2,-79.90675999999999,43.6533
542,2016-11-28,1,9:30,2,-79.90675999999999,43.6533
543,2016-11-29,2,10,2,-79.90675999999999,43.6533
544,2016-11-29,2,10:30,7,-79.90675999999999,43.6533
545,2016-11-29,2,11,5,-79.90675999999999,43.6533
546,2016-11-29,2,11:30,4,-79.90675999999999,43.6533
547,2016-11-29,2,12,8,-79.90675999999999,43.6533
548,2016-11-29,2,12:30,2,-79.90675999999999,43.6533
549,2016-11-29,2,13,2,-79.90675999999999,43.6533
550,2016-11-29,2,13:30,2,-79.90675999999999,43.6533
551,2016-11-29,2,14,1,-79.90675999999999,43.6533
552,2016-11-29,2,15,1,-79.90675999999999,43.6533
553,2016-11-29,2,15:30,5,-79.90675999999999,43.6533
554,2016-11-29,2,16,1,-79.90675999999999,43.6533
555,2016-11-29,2,17,1,-79.90675999999999,43.6533
556,2016-11-29,2,8,1,-79.90675999999999,43.6533
557,2016-11-29,2,8:30,1,-79.90675999999999,43.6533
558,2016-11-29,2,9,7,-79.90675999999999,43.6533
559,2016-11-29,2,9:30,3,-79.90675999999999,43.6533
560,2016-11-30,3,10,1,-79.90675999999999,43.6533
561,2016-11-30,3,10:30,3,-79.90675999999999,43.6533
562,2016-11-30,3,11,11,-79.90675999999999,43.6533
563,2016-11-30,3,11:30,5,-79.90675999999999,43.6533
564,2016-11-30,3,12,5,-79.90675999999999,43.6533
565,2016-11-30,3,12:30,2,-79.90675999999999,43.6533
566,2016-11-30,3,13,1,-79.90675999999999,43.6533
567,2016-11-30,3,13:30,3,-79.90675999999999,43.6533
568,2016-11-30,3,14,1,-79.90675999999999,43.6533
569,2016-11-30,3,14:30,3,-79.90675999999999,43.6533
570,2016-11-30,3,15,2,-79.90675999999999,43.6533
571,2016-11-30,3,15:30,5,-79.90675999999999,43.6533
572,2016-11-30,3,16,2,-79.90675999999999,43.6533
573,2016-11-30,3,16:30,4,-79.90675999999999,43.6533
574,2016-11-30,3,8,2,-79.90675999999999,43.6533
575,2016-11-30,3,8:30,2,-79.90675999999999,43.6533
576,2016-11-30,3,9:30,1,-79.90675999999999,43.6533
577,2016-12-01,4,10,1,-79.90675999999999,43.6533
578,2016-12-01,4,10:30,6,-79.90675999999999,43.6533
579,2016-12-01,4,11,3,-79.90675999999999,43.6533
580,2016-12-01,4,11:30,3,-79.90675999999999,43.6533
581,2016-12-01,4,12,4,-79.90675999999999,43.6533
582,2016-12-01,4,12:30,2,-79.90675999999999,43.6533
583,2016-12-01,4,13,4,-79.90675999999999,43.6533
584,2016-12-01,4,13:30,4,-79.90675999999999,43.6533
585,2016-12-01,4,14,6,-79.90675999999999,43.6533
586,2016-12-01,4,14:30,4,-79.90675999999999,43.6533
587,2016-12-01,4,15,2,-79.90675999999999,43.6533
588,2016-12-01,4,15:30,1,-79.90675999999999,43.6533
589,2016-12-01,4,16,2,-79.90675999999999,43.6533
590,2016-12-01,4,17:30,2,-79.90675999999999,43.6533
591,2016-12-01,4,8:30,1,-79.90675999999999,43.6533
592,2016-12-01,4,9,2,-79.90675999999999,43.6533
593,2016-12-01,4,9:30,1,-79.90675999999999,43.6533
594,2016-12-02,5,10,2,-79.90675999999999,43.6533
595,2016-12-02,5,10:30,4,-79.90675999999999,43.6533
596,2016-12-02,5,11,5,-79.90675999999999,43.6533
597,2016-12-02,5,11:30,1,-79.90675999999999,43.6533
598,2016-12-02,5,12,2,-79.90675999999999,43.6533
599,2016-12-02,5,12:30,3,-79.90675999999999,43.6533
600,2016-12-02,5,13,9,-79.90675999999999,43.6533
601,2016-12-02,5,13:30,4,-79.90675999999999,43.6533
602,2016-12-02,5,14,3,-79.90675999999999,43.6533
603,2016-12-02,5,14:30,4,-79.90675999999999,43.6533
604,2016-12-02,5,15,1,-79.90675999999999,43.6533
605,2016-12-02,5,15:30,5,-79.90675999999999,43.6533
606,2016-12-02,5,16:30,1,-79.90675999999999,43.6533
607,2016-12-02,5,18,1,-79.90675999999999,43.6533
608,2016-12-02,5,8,2,-79.90675999999999,43.6533
609,2016-12-02,5,8:30,4,-79.90675999999999,43.6533
610,2016-12-02,5,9,8,-79.90675999999999,43.6533
611,2016-12-02,5,9:30,4,-79.90675999999999,43.6533
612,2016-12-03,6,10,8,-79.90675999999999,43.6533
613,2016-12-03,6,10:30,5,-79.90675999999999,43.6533
614,2016-12-03,6,11,11,-79.90675999999999,43.6533
615,2016-12-03,6,11:30,7,-79.90675999999999,43.6533
616,2016-12-03,6,12,1,-79.90675999999999,43.6533
617,2016-12-03,6,12:30,8,-79.90675999999999,43.6533
618,2016-12-03,6,13,6,-79.90675999999999,43.6533
619,2016-12-03,6,13:30,3,-79.90675999999999,43.6533
620,2016-12-03,6,14,8,-79.90675999999999,43.6533
621,2016-12-03,6,14:30,7,-79.90675999999999,43.6533
622,2016-12-03,6,15,2,-79.90675999999999,43.6533
623,2016-12-03,6,15:30,8,-79.90675999999999,43.6533
624,2016-12-03,6,16,5,-79.90675999999999,43.6533
625,2016-12-03,6,16:30,1,-79.90675999999999,43.6533
626,2016-12-03,6,8:30,1,-79.90675999999999,43.6533
627,2016-12-03,6,9,1,-79.90675999999999,43.6533
628,2016-12-03,6,9:30,7,-79.90675999999999,43.6533
629,2016-12-04,0,10,2,-79.90675999999999,43.6533
630,2016-12-04,0,10:30,5,-79.90675999999999,43.6533
631,2016-12-04,0,11,2,-79.90675999999999,43.6533
632,2016-12-04,0,11:30,6,-79.90675999999999,43.6533
633,2016-12-04,0,12,3,-79.90675999999999,43.6533
634,2016-12-04,0,12:30,6,-79.90675999999999,43.6533
635,2016-12-04,0,13,5,-79.90675999999999,43.6533
636,2016-12-04,0,13:30,2,-79.90675999999999,43.6533
637,2016-12-04,0,14,5,-79.90675999999999,43.6533
638,2016-12-04,0,14:30,7,-79.90675999999999,43.6533
639,2016-12-04,0,15,1,-79.90675999999999,43.6533
640,2016-12-04,0,15:30,2,-79.90675999999999,43.6533
641,2016-12-04,0,16,3,-79.90675999999999,43.6533
642,2016-12-04,0,9,2,-79.90675999999999,43.6533
643,2016-12-05,1,10,2,-79.90675999999999,43.6533
644,2016-12-05,1,10:30,6,-79.90675999999999,43.6533
645,2016-12-05,1,11,2,-79.90675999999999,43.6533
646,2016-12-05,1,12,2,-79.90675999999999,43.6533
647,2016-12-05,1,12:30,5,-79.90675999999999,43.6533
648,2016-12-05,1,13,1,-79.90675999999999,43.6533
649,2016-12-05,1,13:30,6,-79.90675999999999,43.6533
650,2016-12-05,1,14,3,-79.90675999999999,43.6533
651,2016-12-05,1,14:30,4,-79.90675999999999,43.6533
652,2016-12-05,1,15,4,-79.90675999999999,43.6533
653,2016-12-05,1,15:30,1,-79.90675999999999,43.6533
654,2016-12-05,1,16,1,-79.90675999999999,43.6533
655,2016-12-05,1,16:30,1,-79.90675999999999,43.6533
656,2016-12-05,1,8,1,-79.90675999999999,43.6533
657,2016-12-05,1,8:30,2,-79.90675999999999,43.6533
658,2016-12-05,1,9,8,-79.90675999999999,43.6533
659,2016-12-05,1,9:30,6,-79.90675999999999,43.6533
660,2016-12-06,2,10,4,-79.90675999999999,43.6533
661,2016-12-06,2,10:30,8,-79.90675999999999,43.6533
662,2016-12-06,2,11,6,-79.90675999999999,43.6533
663,2016-12-06,2,11:30,1,-79.90675999999999,43.6533
664,2016-12-06,2,12,5,-79.90675999999999,43.6533
665,2016-12-06,2,12:30,5,-79.90675999999999,43.6533
666,2016-12-06,2,13,5,-79.90675999999999,43.6533
667,2016-12-06,2,13:30,1,-79.90675999999999,43.6533
668,2016-12-06,2,14,4,-79.90675999999999,43.6533
669,2016-12-06,2,15,2,-79.90675999999999,43.6533
670,2016-12-06,2,15:30,4,-79.90675999999999,43.6533
671,2016-12-06,2,16,3,-79.90675999999999,43.6533
672,2016-12-06,2,8,2,-79.90675999999999,43.6533
673,2016-12-06,2,8:30,1,-79.90675999999999,43.6533
674,2016-12-06,2,9,3,-79.90675999999999,43.6533
675,2016-12-06,2,9:30,7,-79.90675999999999,43.6533
676,2016-12-07,3,10,2,-79.90675999999999,43.6533
677,2016-12-07,3,10:30,1,-79.90675999999999,43.6533
678,2016-12-07,3,11,6,-79.90675999999999,43.6533
679,2016-12-07,3,11:30,2,-79.90675999999999,43.6533
680,2016-12-07,3,12,6,-79.90675999999999,43.6533
681,2016-12-07,3,12:30,5,-79.90675999999999,43.6533
682,2016-12-07,3,13,2,-79.90675999999999,43.6533
683,2016-12-07,3,13:30,2,-79.90675999999999,43.6533
684,2016-12-07,3,14,3,-79.90675999999999,43.6533
685,2016-12-07,3,14:30,3,-79.90675999999999,43.6533
686,2016-12-07,3,15,1,-79.90675999999999,43.6533
687,2016-12-07,3,16,2,-79.90675999999999,43.6533
688,2016-12-07,3,17,1,-79.90675999999999,43.6533
689,2016-12-07,3,8:30,1,-79.90675999999999,43.6533
690,2016-12-07,3,9,7,-79.90675999999999,43.6533
691,2016-12-08,4,10,2,-79.90675999999999,43.6533
692,2016-12-08,4,10:30,3,-79.90675999999999,43.6533
693,2016-12-08,4,11,5,-79.90675999999999,43.6533
694,2016-12-08,4,11:30,5,-79.90675999999999,43.6533
695,2016-12-08,4,12,1,-79.90675999999999,43.6533
696,2016-12-08,4,12:30,1,-79.90675999999999,43.6533
697,2016-12-08,4,13,2,-79.90675999999999,43.6533
698,2016-12-08,4,13:30,3,-79.90675999999999,43.6533
699,2016-12-08,4,14,1,-79.90675999999999,43.6533
700,2016-12-08,4,14:30,1,-79.90675999999999,43.6533
701,2016-12-08,4,15,2,-79.90675999999999,43.6533
702,2016-12-08,4,15:30,2,-79.90675999999999,43.6533
703,2016-12-08,4,16:30,1,-79.90675999999999,43.6533
704,2016-12-08,4,8,1,-79.90675999999999,43.6533
705,2016-12-08,4,8:30,1,-79.90675999999999,43.6533
706,2016-12-08,4,9,6,-79.90675999999999,43.6533
707,2016-12-08,4,9:30,3,-79.90675999999999,43.6533
708,2016-12-09,5,10,5,-79.90675999999999,43.6533
709,2016-12-09,5,10:30,7,-79.90675999999999,43.6533
710,2016-12-09,5,11,6,-79.90675999999999,43.6533
711,2016-12-09,5,11:30,3,-79.90675999999999,43.6533
712,2016-12-09,5,12,5,-79.90675999999999,43.6533
713,2016-12-09,5,12:30,4,-79.90675999999999,43.6533
714,2016-12-09,5,13,1,-79.90675999999999,43.6533
715,2016-12-09,5,13:30,5,-79.90675999999999,43.6533
716,2016-12-09,5,14,1,-79.90675999999999,43.6533
717,2016-12-09,5,14:30,2,-79.90675999999999,43.6533
718,2016-12-09,5,15,3,-79.90675999999999,43.6533
719,2016-12-09,5,15:30,4,-79.90675999999999,43.6533
720,2016-12-09,5,16,3,-79.90675999999999,43.6533
721,2016-12-09,5,9,6,-79.90675999999999,43.6533
722,2016-12-09,5,9:30,4,-79.90675999999999,43.6533
723,2016-12-10,6,10,6,-79.90675999999999,43.6533
724,2016-12-10,6,10:30,6,-79.90675999999999,43.6533
725,2016-12-10,6,11,5,-79.90675999999999,43.6533
726,2016-12-10,6,11:30,7,-79.90675999999999,43.6533
727,2016-12-10,6,12,8,-79.90675999999999,43.6533
728,2016-12-10,6,13,10,-79.90675999999999,43.6533
729,2016-12-10,6,13:30,3,-79.90675999999999,43.6533
730,2016-12-10,6,14,2,-79.90675999999999,43.6533
731,2016-12-10,6,14:30,3,-79.90675999999999,43.6533
732,2016-12-10,6,15,4,-79.90675999999999,43.6533
733,2016-12-10,6,15:30,3,-79.90675999999999,43.6533
734,2016-12-10,6,16,6,-79.90675999999999,43.6533
735,2016-12-10,6,16:30,5,-79.90675999999999,43.6533
736,2016-12-10,6,17,1,-79.90675999999999,43.6533
737,2016-12-10,6,8,1,-79.90675999999999,43.6533
738,2016-12-10,6,8:30,3,-79.90675999999999,43.6533
739,2016-12-10,6,9,5,-79.90675999999999,43.6533
740,2016-12-10,6,9:30,3,-79.90675999999999,43.6533
741,2016-12-11,0,10,4,-79.90675999999999,43.6533
742,2016-12-11,0,10:30,2,-79.90675999999999,43.6533
743,2016-12-11,0,11,4,-79.90675999999999,43.6533
744,2016-12-11,0,11:30,5,-79.90675999999999,43.6533
745,2016-12-11,0,12,3,-79.90675999999999,43.6533
746,2016-12-11,0,12:30,4,-79.90675999999999,43.6533
747,2016-12-11,0,13,3,-79.90675999999999,43.6533
748,2016-12-11,0,13:30,6,-79.90675999999999,43.6533
749,2016-12-11,0,14,2,-79.90675999999999,43.6533
750,2016-12-11,0,14:30,2,-79.90675999999999,43.6533
751,2016-12-11,0,15,4,-79.90675999999999,43.6533
752,2016-12-11,0,15:30,1,-79.90675999999999,43.6533
753,2016-12-11,0,9,6,-79.90675999999999,43.6533
754,2016-12-11,0,9:30,3,-79.90675999999999,43.6533
755,2016-12-12,1,10,3,-79.90675999999999,43.6533
756,2016-12-12,1,10:30,2,-79.90675999999999,43.6533
757,2016-12-12,1,11,3,-79.90675999999999,43.6533
758,2016-12-12,1,11:30,4,-79.90675999999999,43.6533
759,2016-12-12,1,12,3,-79.90675999999999,43.6533
760,2016-12-12,1,12:30,3,-79.90675999999999,43.6533
761,2016-12-12,1,13,2,-79.90675999999999,43.6533
762,2016-12-12,1,13:30,4,-79.90675999999999,43.6533
763,2016-12-12,1,14,5,-79.90675999999999,43.6533
764,2016-12-12,1,15,3,-79.90675999999999,43.6533
765,2016-12-12,1,15:30,4,-79.90675999999999,43.6533
766,2016-12-12,1,16,2,-79.90675999999999,43.6533
767,2016-12-12,1,8:30,4,-79.90675999999999,43.6533
768,2016-12-12,1,9,3,-79.90675999999999,43.6533
769,2016-12-13,2,10,2,-79.90675999999999,43.6533
770,2016-12-13,2,10:30,3,-79.90675999999999,43.6533
771,2016-12-13,2,11,2,-79.90675999999999,43.6533
772,2016-12-13,2,11:30,3,-79.90675999999999,43.6533
773,2016-12-13,2,12,2,-79.90675999999999,43.6533
774,2016-12-13,2,12:30,2,-79.90675999999999,43.6533
775,2016-12-13,2,13,1,-79.90675999999999,43.6533
776,2016-12-13,2,13:30,3,-79.90675999999999,43.6533
777,2016-12-13,2,14:30,4,-79.90675999999999,43.6533
778,2016-12-13,2,15,5,-79.90675999999999,43.6533
779,2016-12-13,2,15:30,1,-79.90675999999999,43.6533
780,2016-12-13,2,16,2,-79.90675999999999,43.6533
781,2016-12-13,2,16:30,1,-79.90675999999999,43.6533
782,2016-12-13,2,18:30,1,-79.90675999999999,43.6533
783,2016-12-13,2,8:30,2,-79.90675999999999,43.6533
784,2016-12-13,2,9,2,-79.90675999999999,43.6533
785,2016-12-13,2,9:30,6,-79.90675999999999,43.6533
786,2016-12-14,3,10,1,-79.90675999999999,43.6533
787,2016-12-14,3,10:30,5,-79.90675999999999,43.6533
788,2016-12-14,3,11,4,-79.90675999999999,43.6533
789,2016-12-14,3,11:30,5,-79.90675999999999,43.6533
790,2016-12-14,3,12,4,-79.90675999999999,43.6533
791,2016-12-14,3,12:30,6,-79.90675999999999,43.6533
792,2016-12-14,3,13,5,-79.90675999999999,43.6533
793,2016-12-14,3,13:30,2,-79.90675999999999,43.6533
794,2016-12-14,3,14,1,-79.90675999999999,43.6533
795,2016-12-14,3,14:30,1,-79.90675999999999,43.6533
796,2016-12-14,3,15,2,-79.90675999999999,43.6533
797,2016-12-14,3,15:30,6,-79.90675999999999,43.6533
798,2016-12-14,3,8:30,4,-79.90675999999999,43.6533
799,2016-12-14,3,9,6,-79.90675999999999,43.6533
800,2016-12-14,3,9:30,1,-79.90675999999999,43.6533
801,2016-12-15,4,10,3,-79.90675999999999,43.6533
802,2016-12-15,4,10:30,4,-79.90675999999999,43.6533
803,2016-12-15,4,11,6,-79.90675999999999,43.6533
804,2016-12-15,4,11:30,1,-79.90675999999999,43.6533
805,2016-12-15,4,12,2,-79.90675999999999,43.6533
806,2016-12-15,4,12:30,5,-79.90675999999999,43.6533
807,2016-12-15,4,13,6,-79.90675999999999,43.6533
808,2016-12-15,4,13:30,3,-79.90675999999999,43.6533
809,2016-12-15,4,14,2,-79.90675999999999,43.6533
810,2016-12-15,4,14:30,4,-79.90675999999999,43.6533
811,2016-12-15,4,15,1,-79.90675999999999,43.6533
812,2016-12-15,4,15:30,2,-79.90675999999999,43.6533
813,2016-12-15,4,16,2,-79.90675999999999,43.6533
814,2016-12-15,4,16:30,2,-79.90675999999999,43.6533
815,2016-12-15,4,17,1,-79.90675999999999,43.6533
816,2016-12-15,4,18:30,2,-79.90675999999999,43.6533
817,2016-12-15,4,19,5,-79.90675999999999,43.6533
818,2016-12-15,4,20,1,-79.90675999999999,43.6533
819,2016-12-15,4,8:30,3,-79.90675999999999,43.6533
820,2016-12-15,4,9,3,-79.90675999999999,43.6533
821,2016-12-15,4,9:30,2,-79.90675999999999,43.6533
822,2016-12-16,5,10,8,-79.90675999999999,43.6533
823,2016-12-16,5,10:30,3,-79.90675999999999,43.6533
824,2016-12-16,5,11,3,-79.90675999999999,43.6533
825,2016-12-16,5,11:30,5,-79.90675999999999,43.6533
826,2016-12-16,5,12,2,-79.90675999999999,43.6533
827,2016-12-16,5,12:30,7,-79.90675999999999,43.6533
828,2016-12-16,5,13,12,-79.90675999999999,43.6533
829,2016-12-16,5,13:30,4,-79.90675999999999,43.6533
830,2016-12-16,5,14,5,-79.90675999999999,43.6533
831,2016-12-16,5,14:30,4,-79.90675999999999,43.6533
832,2016-12-16,5,15,2,-79.90675999999999,43.6533
833,2016-12-16,5,15:30,5,-79.90675999999999,43.6533
834,2016-12-16,5,16,3,-79.90675999999999,43.6533
835,2016-12-16,5,16:30,3,-79.90675999999999,43.6533
836,2016-12-16,5,17,1,-79.90675999999999,43.6533
837,2016-12-16,5,8,1,-79.90675999999999,43.6533
838,2016-12-16,5,8:30,2,-79.90675999999999,43.6533
839,2016-12-16,5,9,5,-79.90675999999999,43.6533
840,2016-12-16,5,9:30,8,-79.90675999999999,43.6533
841,2016-12-17,6,10,5,-79.90675999999999,43.6533
842,2016-12-17,6,10:30,4,-79.90675999999999,43.6533
843,2016-12-17,6,11,6,-79.90675999999999,43.6533
844,2016-12-17,6,11:30,8,-79.90675999999999,43.6533
845,2016-12-17,6,12,7,-79.90675999999999,43.6533
846,2016-12-17,6,12:30,1,-79.90675999999999,43.6533
847,2016-12-17,6,13,4,-79.90675999999999,43.6533
848,2016-12-17,6,13:30,3,-79.90675999999999,43.6533
849,2016-12-17,6,14,2,-79.90675999999999,43.6533
850,2016-12-17,6,14:30,5,-79.90675999999999,43.6533
851,2016-12-17,6,15,4,-79.90675999999999,43.6533
852,2016-12-17,6,16,3,-79.90675999999999,43.6533
853,2016-12-17,6,16:30,4,-79.90675999999999,43.6533
854,2016-12-17,6,17,1,-79.90675999999999,43.6533
855,2016-12-17,6,19:30,5,-79.90675999999999,43.6533
856,2016-12-17,6,20,2,-79.90675999999999,43.6533
857,2016-12-17,6,20:30,2,-79.90675999999999,43.6533
858,2016-12-17,6,21:30,1,-79.90675999999999,43.6533
859,2016-12-17,6,8:30,4,-79.90675999999999,43.6533
860,2016-12-17,6,9,4,-79.90675999999999,43.6533
861,2016-12-17,6,9:30,2,-79.90675999999999,43.6533
862,2016-12-18,0,10,3,-79.90675999999999,43.6533
863,2016-12-18,0,10:30,1,-79.90675999999999,43.6533
864,2016-12-18,0,11,8,-79.90675999999999,43.6533
865,2016-12-18,0,11:30,3,-79.90675999999999,43.6533
866,2016-12-18,0,12,5,-79.90675999999999,43.6533
867,2016-12-18,0,12:30,3,-79.90675999999999,43.6533
868,2016-12-18,0,13,5,-79.90675999999999,43.6533
869,2016-12-18,0,13:30,3,-79.90675999999999,43.6533
870,2016-12-18,0,14,7,-79.90675999999999,43.6533
871,2016-12-18,0,14:30,3,-79.90675999999999,43.6533
872,2016-12-18,0,15,4,-79.90675999999999,43.6533
873,2016-12-18,0,9,1,-79.90675999999999,43.6533
874,2016-12-18,0,9:30,1,-79.90675999999999,43.6533
875,2016-12-19,1,10,4,-79.90675999999999,43.6533
876,2016-12-19,1,10:30,2,-79.90675999999999,43.6533
877,2016-12-19,1,11,3,-79.90675999999999,43.6533
878,2016-12-19,1,11:30,2,-79.90675999999999,43.6533
879,2016-12-19,1,12,10,-79.90675999999999,43.6533
880,2016-12-19,1,12:30,6,-79.90675999999999,43.6533
881,2016-12-19,1,13,2,-79.90675999999999,43.6533
882,2016-12-19,1,13:30,8,-79.90675999999999,43.6533
883,2016-12-19,1,14,3,-79.90675999999999,43.6533
884,2016-12-19,1,14:30,6,-79.90675999999999,43.6533
885,2016-12-19,1,15,6,-79.90675999999999,43.6533
886,2016-12-19,1,15:30,7,-79.90675999999999,43.6533
887,2016-12-19,1,16,3,-79.90675999999999,43.6533
888,2016-12-19,1,8,3,-79.90675999999999,43.6533
889,2016-12-19,1,8:30,1,-79.90675999999999,43.6533
890,2016-12-19,1,9,5,-79.90675999999999,43.6533
891,2016-12-19,1,9:30,5,-79.90675999999999,43.6533
892,2016-12-20,2,10,6,-79.90675999999999,43.6533
893,2016-12-20,2,10:30,2,-79.90675999999999,43.6533
894,2016-12-20,2,11,3,-79.90675999999999,43.6533
895,2016-12-20,2,11:30,3,-79.90675999999999,43.6533
896,2016-12-20,2,12,6,-79.90675999999999,43.6533
897,2016-12-20,2,12:30,5,-79.90675999999999,43.6533
898,2016-12-20,2,13,2,-79.90675999999999,43.6533
899,2016-12-20,2,13:30,4,-79.90675999999999,43.6533
900,2016-12-20,2,14,5,-79.90675999999999,43.6533
901,2016-12-20,2,14:30,2,-79.90675999999999,43.6533
902,2016-12-20,2,15,3,-79.90675999999999,43.6533
903,2016-12-20,2,15:30,3,-79.90675999999999,43.6533
904,2016-12-20,2,16,1,-79.90675999999999,43.6533
905,2016-12-20,2,16:30,1,-79.90675999999999,43.6533
906,2016-12-20,2,17,3,-79.90675999999999,43.6533
907,2016-12-20,2,18,1,-79.90675999999999,43.6533
908,2016-12-20,2,19:30,1,-79.90675999999999,43.6533
909,2016-12-20,2,8:30,3,-79.90675999999999,43.6533
910,2016-12-20,2,9,2,-79.90675999999999,43.6533
911,2016-12-20,2,9:30,1,-79.90675999999999,43.6533
912,2016-12-21,3,10,6,-79.90675999999999,43.6533
913,2016-12-21,3,10:30,5,-79.90675999999999,43.6533
914,2016-12-21,3,11,3,-79.90675999999999,43.6533
915,2016-12-21,3,11:30,7,-79.90675999999999,43.6533
916,2016-12-21,3,12,4,-79.90675999999999,43.6533
917,2016-12-21,3,12:30,5,-79.90675999999999,43.6533
918,2016-12-21,3,13,4,-79.90675999999999,43.6533
919,2016-12-21,3,14,5,-79.90675999999999,43.6533
920,2016-12-21,3,14:30,4,-79.90675999999999,43.6533
921,2016-12-21,3,15,2,-79.90675999999999,43.6533
922,2016-12-21,3,15:30,6,-79.90675999999999,43.6533
923,2016-12-21,3,16,4,-79.90675999999999,43.6533
924,2016-12-21,3,16:30,2,-79.90675999999999,43.6533
925,2016-12-21,3,8,1,-79.90675999999999,43.6533
926,2016-12-21,3,8:30,5,-79.90675999999999,43.6533
927,2016-12-21,3,9,3,-79.90675999999999,43.6533
928,2016-12-21,3,9:30,1,-79.90675999999999,43.6533
